Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Simulation and analysis for sustainable product development","The International Journal of Life Cycle Assessment","","18","5","10.1007/s11367-012-0538-0","Mahesh ManiBjorn JohanssonKevin W. LyonsRam D. SriramGaurav Ameta","2013","http://link.springer.com/article/10.1007/s11367-012-0538-0","Article"
"Farmers’ Supply Response, Price of Corn Residue, and Its Economic Viability as an Energy Feedstock","BioEnergy Research","","6","2","10.1007/s12155-013-9300-0","Juan P. SesmeroBenjamin M. Gramig","2013","http://link.springer.com/article/10.1007/s12155-013-9300-0","Article"
"The role of provenance in the diagenesis of siliciclastic reservoirs in the Upper Triassic Yanchang Formation, Ordos Basin, China","Petroleum Science","","10","2","10.1007/s12182-013-0262-9","Xiaoqi DingMeimei HanShaonan Zhang","2013","http://link.springer.com/article/10.1007/s12182-013-0262-9","Article"
"A case for trading risk in complex conceptual design trade studies","Research in Engineering Design","","24","3","10.1007/s00163-012-0142-0","Douglas L. Van BossuytIrem Y. TumerStephen D. Wall","2013","http://link.springer.com/article/10.1007/s00163-012-0142-0","Article"
"Safety process innovation in medical service industry","Quality & Quantity","","47","5","10.1007/s11135-012-9697-0","Chih-Ming LuoHung-Fan Chang","2013","http://link.springer.com/article/10.1007/s11135-012-9697-0","Article"
"New competitive priority rating method of customer requirements for customer-oriented product design","International Journal of Precision Engineering and Manufacturing","","14","8","10.1007/s12541-013-0186-8","Yoon-Eui Nahm","2013","http://link.springer.com/article/10.1007/s12541-013-0186-8","Article"
"Quality function deployment in a public plastic surgery service in Brazil","European Journal of Plastic Surgery","","36","8","10.1007/s00238-013-0839-y","José Lamartine Galvão CamposDaniela Francescato VeigaLuiz Roberto Martins RochaNeil Ferreira NovoJoel Veiga-FilhoLydia Masako Ferreira","2013","http://link.springer.com/article/10.1007/s00238-013-0839-y","Article"
"Aesthetical design of a car profile: a Kano model-based hybrid approach","The International Journal of Advanced Manufacturing Technology","","67","9 - 12","10.1007/s00170-012-4636-8","H. C. YadavRajeev JainA. R. SinghP. K. Mishra","2013","http://link.springer.com/article/10.1007/s00170-012-4636-8","Article"
"Climate Change and Levels of Violence in Socially Disadvantaged Neighborhood Groups","Journal of Urban Health","","90","4","10.1007/s11524-013-9791-1","Dennis Mares","2013","http://link.springer.com/article/10.1007/s11524-013-9791-1","Article"
"Supplier evaluation and selection with QFD and FAHP in a pharmaceutical company","The International Journal of Advanced Manufacturing Technology","","68","1 - 4","10.1007/s00170-013-4733-3","Alireza AlinezadAzadeh SeifNima Esfandiari","2013","http://link.springer.com/article/10.1007/s00170-013-4733-3","Article"
"Competitive performance improvement by operational budget allocation using ANFIS and fuzzy quality function deployment: a case study","The International Journal of Advanced Manufacturing Technology","","68","1 - 4","10.1007/s00170-013-4948-3","Devika KannanAhmad JafarianHassan Alibabaei KhameneLaya Olfat","2013","http://link.springer.com/article/10.1007/s00170-013-4948-3","Article"
"Life and failure mechanism prediction of eco-friendly P2O5-SnO2-B2O3 glass frits","Electronic Materials Letters","","9","5","10.1007/s13391-012-2163-2","Hyoung-Seuk ChoiDuck-Kyun Choi","2013","http://link.springer.com/article/10.1007/s13391-012-2163-2","Article"
"Agility appraisal for integrated supply chain using generalized trapezoidal fuzzy numbers set","The International Journal of Advanced Manufacturing Technology","","68","5 - 8","10.1007/s00170-013-4937-6","Chitrasen SamantraSaurav DattaSwagatika MishraSiba Sankar Mahapatra","2013","http://link.springer.com/article/10.1007/s00170-013-4937-6","Article"
"Evaluating the effectiveness of the security quality requirements engineering (SQUARE) method: a case study using smart grid advanced metering infrastructure","Requirements Engineering","","18","3","10.1007/s00766-012-0153-4","Husam SuleimanDavor Svetinovic","2013","http://link.springer.com/article/10.1007/s00766-012-0153-4","Article"
"An efficient DEA method for ranking woven fabric defects in textile manufacturing","The International Journal of Advanced Manufacturing Technology","","68","1 - 4","10.1007/s00170-013-4732-4","Reza G. SaeidiGholam R. AminSadigh RaissiSaid Gattoufi","2013","http://link.springer.com/article/10.1007/s00170-013-4732-4","Article"
"Geodesic convexity of the relative entropy in reversible Markov chains","Calculus of Variations and Partial Differential Equations","","48","1 - 2","10.1007/s00526-012-0538-8","Alexander Mielke","2013","http://link.springer.com/article/10.1007/s00526-012-0538-8","Article"
"Nontraditional machining processes selection using evaluation of mixed data method","The International Journal of Advanced Manufacturing Technology","","68","5 - 8","10.1007/s00170-013-4958-1","Prasenjit ChatterjeeShankar Chakraborty","2013","http://link.springer.com/article/10.1007/s00170-013-4958-1","Article"
"Quantifying the impact of requirements definition and management process maturity on project outcome in large business application development","Requirements Engineering","","18","3","10.1007/s00766-012-0146-3","Keith EllisDaniel M. Berry","2013","http://link.springer.com/article/10.1007/s00766-012-0146-3","Article"
"Mass customization and personalization software development: a case study eco-design product service system","Journal of Intelligent Manufacturing","","24","5","10.1007/s10845-012-0643-8","Tsai Chi Kuo","2013","http://link.springer.com/article/10.1007/s10845-012-0643-8","Article"
"A systematic approach for green design in modular product development","The International Journal of Advanced Manufacturing Technology","","68","9 - 12","10.1007/s00170-013-4865-5","Teng-Ruey ChangChung-Shing WangChung-Chuan Wang","2013","http://link.springer.com/article/10.1007/s00170-013-4865-5","Article"
"Affective and cognitive design for mass personalization: status and prospect","Journal of Intelligent Manufacturing","","24","5","10.1007/s10845-012-0673-2","Feng ZhouYangjian JiRoger Jianxin Jiao","2013","http://link.springer.com/article/10.1007/s10845-012-0673-2","Article"
"A KE-LSA approach for user-centered design","Journal of Intelligent Manufacturing","","24","5","10.1007/s10845-012-0625-x","Shana SmithGregory C. SmithYu-Rong Chen","2013","http://link.springer.com/article/10.1007/s10845-012-0625-x","Article"
"Perceived feature utility-based product family design: a mobile phone case study","Journal of Intelligent Manufacturing","","24","5","10.1007/s10845-012-0699-5","Gül E. OkudanMing-Chuan ChiuTae-Hyun Kim","2013","http://link.springer.com/article/10.1007/s10845-012-0699-5","Article"
"An approach for capturing the Voice of the Customer based on Virtual Prototyping","Journal of Intelligent Manufacturing","","24","5","10.1007/s10845-012-0662-5","Marina CarulliMonica BordegoniUmberto Cugini","2013","http://link.springer.com/article/10.1007/s10845-012-0662-5","Article"
"Developing measures for performance excellence: is the Baldrige criteria sufficient for performance excellence in higher education?","Quality & Quantity","","47","6","10.1007/s11135-012-9706-3","Muhammad AsifAbdul RaoufCory Searcy","2013","http://link.springer.com/article/10.1007/s11135-012-9706-3","Article"
"Mass customization in the product life cycle","Journal of Intelligent Manufacturing","","24","5","10.1007/s10845-012-0691-0","Shana SmithGregory C. SmithRoger JiaoChih-Hsing Chu","2013","http://link.springer.com/article/10.1007/s10845-012-0691-0","Article"
"Protypology: A new stage in the standardization of metal products","Steel in Translation","","43","10","10.3103/S0967091213100094","G. Sh. RubinM. A. PolyakovaM. V. ChukinG. S. Gun","2013","http://link.springer.com/article/10.3103/S0967091213100094","Article"
"A methodology for portfolio-level analysis of system commonality","Research in Engineering Design","","24","4","10.1007/s00163-012-0151-z","Wilfried K. HofstetterEdward F. Crawley","2013","http://link.springer.com/article/10.1007/s00163-012-0151-z","Article"
"Applying quality function deployment in industrial design curriculum planning","International Journal of Technology and Design Education","","23","4","10.1007/s10798-012-9228-2","Shuo-Fang LiuYann-Long LeeYi-Zhi LinChien-Feng Tseng","2013","http://link.springer.com/article/10.1007/s10798-012-9228-2","Article"
"Reduction of product platform complexity by vectorial Euclidean algorithm","Journal of Mechanical Science and Technology","","27","11","10.1007/s12206-013-0859-3","Israel Aguilera NavarreteAlejandro A. Lozano Guzmán","2013","http://link.springer.com/article/10.1007/s12206-013-0859-3","Article"
"A Hierarchical Group Decision-Making Approach for New Product Selection in a Fuzzy Environment","Arabian Journal for Science and Engineering","","38","11","10.1007/s13369-012-0430-z","S. Meysam MousaviS. Ali TorabiReza Tavakkoli-Moghaddam","2013","http://link.springer.com/article/10.1007/s13369-012-0430-z","Article"
"Seasonal observations and machine-learning-based spatial model predictions for the common raven (Corvus corax) in the urban, sub-arctic environment of Fairbanks, Alaska","Polar Biology","","36","11","10.1007/s00300-013-1376-7","A. P. BaltenspergerT. C. MulletM. S. SchmidG. R. W. HumphriesL. KövérF. Huettmann","2013","http://link.springer.com/article/10.1007/s00300-013-1376-7","Article"
"Fuzzy Group Decision-Making in the Measurement of Ecotourism Sustainability Potential","Group Decision and Negotiation","","22","6","10.1007/s10726-012-9305-7","Ling-Zhong LinChi-Fang Lu","2013","http://link.springer.com/article/10.1007/s10726-012-9305-7","Article"
"Evaluating the Sustainability SWOT as a streamlined tool for life cycle sustainability assessment","The International Journal of Life Cycle Assessment","","18","9","10.1007/s11367-012-0456-1","Hanna-Leena PesonenSusanna Horn","2013","http://link.springer.com/article/10.1007/s11367-012-0456-1","Article"
"The economic value of delaying adaptation to sea-level rise: An application to coastal properties in Connecticut","Climatic Change","","121","2","10.1007/s10584-013-0848-7","Tsvetan G. TsvetanovFarhed A. Shah","2013","http://link.springer.com/article/10.1007/s10584-013-0848-7","Article"
"A customer oriented systematic framework to extract business strategy in Indian electricity services","Journal of Industrial Engineering International","","9","1","10.1186/2251-712X-9-33","Suchismita SatapathyPravudatta Mishra","2013","http://link.springer.com/article/10.1186/2251-712X-9-33","Article"
"A novel approach to prioritize customer requirements in QFD based on customer satisfaction function for customer-oriented product design","Journal of Mechanical Science and Technology","","27","12","10.1007/s12206-013-0921-1","Yoon-Eui Nahm","2013","http://link.springer.com/article/10.1007/s12206-013-0921-1","Article"
"A fuzzy QFD approach to determine supply chain management strategies in the dairy industry","Journal of Intelligent Manufacturing","","24","6","10.1007/s10845-012-0639-4","Zeki AyağFunda SamanliogluGülçin Büyüközkan","2013","http://link.springer.com/article/10.1007/s10845-012-0639-4","Article"
"Fuzzy soft set-based approach to prioritizing technical attributes in quality function deployment","Neural Computing and Applications","","23","7 - 8","10.1007/s00521-012-1201-1","Zhihui YangYizhen Chen","2013","http://link.springer.com/article/10.1007/s00521-012-1201-1","Article"
"Moving Towards Organizational Agility: Are We Improving in the Right Direction?","Global Journal of Flexible Systems Management","","14","4","10.1007/s40171-013-0048-3","Majid NejatianMohammad Hossein Zarei","2013","http://link.springer.com/article/10.1007/s40171-013-0048-3","Article"
"On the interpretation of the inverted kinetics equation and space-time calculations of the effectiveness of the VVER-1000 reactor scram system","Physics of Atomic Nuclei","","76","14","10.1134/S1063778813140093","M. N. ZizinL. D. Ivanov","2013","http://link.springer.com/article/10.1134/S1063778813140093","Article"
"Identifying solutions for adding service value to international port logistics centers in Taiwan","Maritime Economics & Logistics","","15","4","10.1057/mel.2013.15","Wen-Shyan YangGin-Shuh LiangJi-Feng Ding","2013","http://link.springer.com/article/10.1057/mel.2013.15","Article"
"User Requirement Analysis and IT Framework Design for Smart Airports","Wireless Personal Communications","","73","4","10.1007/s11277-013-1269-7","Sei-Chang SohnKee-Woong KimChulung Lee","2013","http://link.springer.com/article/10.1007/s11277-013-1269-7","Article"
